Date,Time,Temp
25/07/2010,13:14:37,17.51
25/07/2010,13:44:37,17.486
25/07/2010,14:14:37,17.534
25/07/2010,14:44:37,17.629
25/07/2010,15:14:37,17.748
25/07/2010,15:44:37,17.843
25/07/2010,16:14:37,17.843
25/07/2010,16:44:37,17.748
25/07/2010,17:14:37,17.677
25/07/2010,17:44:37,17.629
25/07/2010,18:14:37,17.558
25/07/2010,18:44:37,17.415
25/07/2010,19:14:37,17.249
25/07/2010,19:44:37,17.011
25/07/2010,20:14:37,16.796
25/07/2010,20:44:37,16.701
25/07/2010,21:14:37,16.725
25/07/2010,21:44:37,16.534
25/07/2010,22:14:37,16.63
25/07/2010,22:44:37,16.63
25/07/2010,23:14:37,16.439
25/07/2010,23:44:37,16.32
26/07/2010,00:14:37,16.201
26/07/2010,00:44:37,16.129
26/07/2010,01:14:37,15.986
26/07/2010,01:44:37,16.058
26/07/2010,02:14:37,15.939
26/07/2010,02:44:37,15.867
26/07/2010,03:14:37,15.819
26/07/2010,03:44:37,15.676
26/07/2010,04:14:37,15.605
26/07/2010,04:44:37,15.748
26/07/2010,05:14:37,15.867
26/07/2010,05:44:37,15.843
26/07/2010,06:14:37,15.772
26/07/2010,06:44:37,15.7
26/07/2010,07:14:37,15.7
26/07/2010,07:44:37,15.772
26/07/2010,08:14:37,15.867
26/07/2010,08:44:37,15.963
26/07/2010,09:14:37,16.058
26/07/2010,09:44:37,16.177
26/07/2010,10:14:37,16.344
26/07/2010,10:44:37,16.439
26/07/2010,11:14:37,16.511
26/07/2010,11:44:37,16.534
26/07/2010,12:14:37,16.558
26/07/2010,12:44:37,16.701
26/07/2010,13:14:37,16.677
26/07/2010,13:44:37,16.725
26/07/2010,14:14:37,16.868
26/07/2010,14:44:37,16.939
26/07/2010,15:14:37,16.915
26/07/2010,15:44:37,17.058
26/07/2010,16:14:37,17.225
26/07/2010,16:44:37,17.225
26/07/2010,17:14:37,17.296
26/07/2010,17:44:37,17.272
26/07/2010,18:14:37,17.225
26/07/2010,18:44:37,17.201
26/07/2010,19:14:37,17.13
26/07/2010,19:44:37,16.892
26/07/2010,20:14:37,16.582
26/07/2010,20:44:37,16.511
26/07/2010,21:14:37,16.249
26/07/2010,21:44:37,16.249
26/07/2010,22:14:37,16.32
26/07/2010,22:44:37,16.32
26/07/2010,23:14:37,16.32
26/07/2010,23:44:37,16.225
27/07/2010,00:14:37,16.034
27/07/2010,00:44:37,15.819
27/07/2010,01:14:37,15.796
27/07/2010,01:44:37,15.676
27/07/2010,02:14:37,15.629
27/07/2010,02:44:37,15.581
27/07/2010,03:14:37,15.509
27/07/2010,03:44:37,15.342
27/07/2010,04:14:37,15.27
27/07/2010,04:44:37,15.175
27/07/2010,05:14:37,15.199
27/07/2010,05:44:37,15.342
27/07/2010,06:14:37,15.103
27/07/2010,06:44:37,15.127
27/07/2010,07:14:37,15.366
27/07/2010,07:44:37,15.485
27/07/2010,08:14:37,15.605
27/07/2010,08:44:37,15.724
27/07/2010,09:14:37,15.796
27/07/2010,09:44:37,15.986
27/07/2010,10:14:37,16.106
27/07/2010,10:44:37,16.32
27/07/2010,11:14:37,16.463
27/07/2010,11:44:37,16.558
27/07/2010,12:14:37,16.892
27/07/2010,12:44:37,17.13
27/07/2010,13:14:37,17.106
27/07/2010,13:44:37,17.272
27/07/2010,14:14:37,17.558
27/07/2010,14:44:37,17.748
27/07/2010,15:14:37,18.224
27/07/2010,15:44:37,18.509
27/07/2010,16:14:37,18.818
27/07/2010,16:44:37,19.032
27/07/2010,17:14:37,19.222
27/07/2010,17:44:37,19.318
27/07/2010,18:14:37,19.294
27/07/2010,18:44:37,19.27
27/07/2010,19:14:37,19.27
27/07/2010,19:44:37,19.246
27/07/2010,20:14:37,19.436
27/07/2010,20:44:37,19.484
27/07/2010,21:14:37,19.508
27/07/2010,21:44:37,19.46
27/07/2010,22:14:37,19.532
27/07/2010,22:44:37,19.318
27/07/2010,23:14:37,19.199
27/07/2010,23:44:37,19.008
28/07/2010,00:14:37,18.58
28/07/2010,00:44:37,18.176
28/07/2010,01:14:37,17.938
28/07/2010,01:44:37,17.938
28/07/2010,02:14:37,17.891
28/07/2010,02:44:37,17.843
28/07/2010,03:14:37,17.629
28/07/2010,03:44:37,17.225
28/07/2010,04:14:37,17.249
28/07/2010,04:44:37,16.963
28/07/2010,05:14:37,16.939
28/07/2010,05:44:37,17.034
28/07/2010,06:14:37,16.915
28/07/2010,06:44:37,16.749
28/07/2010,07:14:37,16.701
28/07/2010,07:44:37,16.82
28/07/2010,08:14:37,16.749
28/07/2010,08:44:37,16.892
28/07/2010,09:14:37,17.13
28/07/2010,09:44:37,17.368
28/07/2010,10:14:37,17.391
28/07/2010,10:44:37,17.51
28/07/2010,11:14:37,17.486
28/07/2010,11:44:37,17.748
28/07/2010,12:14:37,17.962
28/07/2010,12:44:37,18.533
28/07/2010,13:14:37,18.675
28/07/2010,13:44:37,18.699
28/07/2010,14:14:37,19.056
28/07/2010,14:44:37,19.175
28/07/2010,15:14:37,19.555
28/07/2010,15:44:37,19.912
28/07/2010,16:14:37,19.912
28/07/2010,16:44:37,19.888
28/07/2010,17:14:37,20.007
28/07/2010,17:44:37,20.103
28/07/2010,18:14:37,20.317
28/07/2010,18:44:37,20.317
28/07/2010,19:14:37,20.484
28/07/2010,19:44:37,20.579
28/07/2010,20:14:37,20.436
28/07/2010,20:44:37,20.412
28/07/2010,21:14:37,20.388
28/07/2010,21:44:37,20.317
28/07/2010,22:14:37,20.269
28/07/2010,22:44:37,20.126
28/07/2010,23:14:37,20.055
28/07/2010,23:44:37,19.888
29/07/2010,00:14:37,19.746
29/07/2010,00:44:37,19.627
29/07/2010,01:14:37,19.508
29/07/2010,01:44:37,19.389
29/07/2010,02:14:37,19.246
29/07/2010,02:44:37,19.222
29/07/2010,03:14:37,19.127
29/07/2010,03:44:37,18.961
29/07/2010,04:14:37,18.889
29/07/2010,04:44:37,18.794
29/07/2010,05:14:37,18.723
29/07/2010,05:44:37,18.652
29/07/2010,06:14:37,18.58
29/07/2010,06:44:37,18.533
29/07/2010,07:14:37,18.438
29/07/2010,07:44:37,18.438
29/07/2010,08:14:37,18.485
29/07/2010,08:44:37,18.533
29/07/2010,09:14:37,18.604
29/07/2010,09:44:37,18.675
29/07/2010,10:14:37,18.747
29/07/2010,10:44:37,18.842
29/07/2010,11:14:37,18.961
29/07/2010,11:44:37,19.08
29/07/2010,12:14:37,19.151
29/07/2010,12:44:37,19.222
29/07/2010,13:14:37,19.27
29/07/2010,13:44:37,19.389
29/07/2010,14:14:37,19.508
29/07/2010,14:44:37,19.579
29/07/2010,15:14:37,19.698
29/07/2010,15:44:37,19.865
29/07/2010,16:14:37,19.936
29/07/2010,16:44:37,19.865
29/07/2010,17:14:37,19.865
29/07/2010,17:44:37,19.841
29/07/2010,18:14:37,19.817
29/07/2010,18:44:37,19.793
29/07/2010,19:14:37,19.413
29/07/2010,19:44:37,19.199
29/07/2010,20:14:37,18.937
29/07/2010,20:44:37,18.842
29/07/2010,21:14:37,18.866
29/07/2010,21:44:37,18.747
29/07/2010,22:14:37,18.557
29/07/2010,22:44:37,18.414
29/07/2010,23:14:37,18.39
29/07/2010,23:44:37,18.295
30/07/2010,00:14:37,18.319
30/07/2010,00:44:37,18.2
30/07/2010,01:14:37,18.224
30/07/2010,01:44:37,18.319
30/07/2010,02:14:37,18.224
30/07/2010,02:44:37,18.01
30/07/2010,03:14:37,17.843
30/07/2010,03:44:37,17.701
30/07/2010,04:14:37,17.582
30/07/2010,04:44:37,17.677
30/07/2010,05:14:37,17.558
30/07/2010,05:44:37,17.605
30/07/2010,06:14:37,17.486
30/07/2010,06:44:37,17.344
30/07/2010,07:14:37,17.415
30/07/2010,07:44:37,17.486
30/07/2010,08:14:37,17.605
30/07/2010,08:44:37,17.653
30/07/2010,09:14:37,17.748
30/07/2010,09:44:37,17.891
30/07/2010,10:14:37,17.986
30/07/2010,10:44:37,18.081
30/07/2010,11:14:37,18.2
30/07/2010,11:44:37,18.461
30/07/2010,12:14:37,18.58
30/07/2010,12:44:37,18.604
30/07/2010,13:14:37,18.699
30/07/2010,13:44:37,19.056
30/07/2010,14:14:37,19.199
30/07/2010,14:44:37,19.413
30/07/2010,15:14:37,19.579
30/07/2010,15:44:37,19.841
30/07/2010,16:14:37,19.96
30/07/2010,16:44:37,20.055
30/07/2010,17:14:37,20.198
30/07/2010,17:44:37,20.412
30/07/2010,18:14:37,20.484
30/07/2010,18:44:37,20.579
30/07/2010,19:14:37,20.603
30/07/2010,19:44:37,20.484
30/07/2010,20:14:37,20.555
30/07/2010,20:44:37,20.365
30/07/2010,21:14:37,20.341
30/07/2010,21:44:37,20.293
30/07/2010,22:14:37,20.222
30/07/2010,22:44:37,20.079
30/07/2010,23:14:37,19.96
30/07/2010,23:44:37,19.793
31/07/2010,00:14:37,19.555
31/07/2010,00:44:37,19.413
31/07/2010,01:14:37,19.27
31/07/2010,01:44:37,19.27
31/07/2010,02:14:37,19.27
31/07/2010,02:44:37,19.056
31/07/2010,03:14:37,18.818
31/07/2010,03:44:37,18.414
31/07/2010,04:14:37,18.39
31/07/2010,04:44:37,18.247
31/07/2010,05:14:37,18.319
31/07/2010,05:44:37,18.152
31/07/2010,06:14:37,18.105
31/07/2010,06:44:37,17.962
31/07/2010,07:14:37,18.081
31/07/2010,07:44:37,18.2
31/07/2010,08:14:37,18.414
31/07/2010,08:44:37,18.438
31/07/2010,09:14:37,18.533
31/07/2010,09:44:37,18.58
31/07/2010,10:14:37,18.723
31/07/2010,10:44:37,18.889
31/07/2010,11:14:37,18.985
31/07/2010,11:44:37,19.175
31/07/2010,12:14:37,19.318
31/07/2010,12:44:37,19.46
31/07/2010,13:14:37,19.508
31/07/2010,13:44:37,19.888
31/07/2010,14:14:37,20.031
31/07/2010,14:44:37,20.365
31/07/2010,15:14:37,20.627
31/07/2010,15:44:37,20.674
31/07/2010,16:14:37,20.865
31/07/2010,16:44:37,21.056
31/07/2010,17:14:37,20.984
31/07/2010,17:44:37,21.056
31/07/2010,18:14:37,21.151
31/07/2010,18:44:37,21.151
31/07/2010,19:14:37,21.008
31/07/2010,19:44:37,20.984
31/07/2010,20:14:37,20.936
31/07/2010,20:44:37,20.793
31/07/2010,21:14:37,20.746
31/07/2010,21:44:37,20.65
31/07/2010,22:14:37,20.555
31/07/2010,22:44:37,20.46
31/07/2010,23:14:37,20.341
31/07/2010,23:44:37,20.269
01/08/2010,00:14:37,20.174
01/08/2010,00:44:37,20.079
01/08/2010,01:14:37,19.936
01/08/2010,01:44:37,19.96
01/08/2010,02:14:37,19.841
01/08/2010,02:44:37,19.77
01/08/2010,03:14:37,19.722
01/08/2010,03:44:37,19.603
01/08/2010,04:14:37,19.436
01/08/2010,04:44:37,19.341
01/08/2010,05:14:37,19.199
01/08/2010,05:44:37,19.199
01/08/2010,06:14:37,19.127
01/08/2010,06:44:37,18.985
01/08/2010,07:14:37,18.889
01/08/2010,07:44:37,18.937
01/08/2010,08:14:37,18.937
01/08/2010,08:44:37,18.889
01/08/2010,09:14:37,18.985
01/08/2010,09:44:37,19.032
01/08/2010,10:14:37,19.199
01/08/2010,10:44:37,19.294
01/08/2010,11:14:37,19.294
01/08/2010,11:44:37,19.436
01/08/2010,12:14:37,19.746
01/08/2010,12:44:37,20.174
01/08/2010,13:14:37,20.317
01/08/2010,13:44:37,20.984
01/08/2010,14:14:37,20.865
01/08/2010,14:44:37,20.841
01/08/2010,15:14:37,20.96
01/08/2010,15:44:37,21.604
01/08/2010,16:14:37,21.724
01/08/2010,16:44:37,21.819
01/08/2010,17:14:37,21.795
01/08/2010,17:44:37,21.604
01/08/2010,18:14:37,21.461
01/08/2010,18:44:37,21.795
01/08/2010,19:14:37,21.175
01/08/2010,19:44:37,20.817
01/08/2010,20:14:37,20.627
01/08/2010,20:44:37,20.436
01/08/2010,21:14:37,20.293
01/08/2010,21:44:37,20.031
01/08/2010,22:14:37,19.674
01/08/2010,22:44:37,19.746
01/08/2010,23:14:37,19.341
01/08/2010,23:44:37,19.532
02/08/2010,00:14:37,19.46
02/08/2010,00:44:37,19.365
02/08/2010,01:14:37,19.294
02/08/2010,01:44:37,19.222
02/08/2010,02:14:37,19.127
02/08/2010,02:44:37,19.008
02/08/2010,03:14:37,18.794
02/08/2010,03:44:37,18.557
02/08/2010,04:14:37,18.628
02/08/2010,04:44:37,18.652
02/08/2010,05:14:37,18.533
02/08/2010,05:44:37,18.533
02/08/2010,06:14:37,18.509
02/08/2010,06:44:37,18.461
02/08/2010,07:14:37,18.485
02/08/2010,07:44:37,18.485
02/08/2010,08:14:37,18.39
02/08/2010,08:44:37,18.438
02/08/2010,09:14:37,18.58
02/08/2010,09:44:37,18.628
02/08/2010,10:14:37,18.652
02/08/2010,10:44:37,18.723
02/08/2010,11:14:37,18.747
02/08/2010,11:44:37,18.842
02/08/2010,12:14:37,18.818
02/08/2010,12:44:37,18.913
02/08/2010,13:14:37,18.866
02/08/2010,13:44:37,18.889
02/08/2010,14:14:37,18.889
02/08/2010,14:44:37,18.842
02/08/2010,15:14:37,18.818
02/08/2010,15:44:37,18.771
02/08/2010,16:14:37,18.533
02/08/2010,16:44:37,18.414
02/08/2010,17:14:37,18.39
02/08/2010,17:44:37,18.39
02/08/2010,18:14:37,18.247
02/08/2010,18:44:37,18.2
02/08/2010,19:14:37,18.01
02/08/2010,19:44:37,17.986
02/08/2010,20:14:37,17.938
02/08/2010,20:44:37,17.843
02/08/2010,21:14:37,17.701
02/08/2010,21:44:37,17.629
02/08/2010,22:14:37,17.582
02/08/2010,22:44:37,17.558
02/08/2010,23:14:37,17.558
02/08/2010,23:44:37,17.486
03/08/2010,00:14:37,17.486
03/08/2010,00:44:37,17.391
03/08/2010,01:14:37,17.439
03/08/2010,01:44:37,17.368
03/08/2010,02:14:37,17.344
03/08/2010,02:44:37,17.32
03/08/2010,03:14:37,17.201
03/08/2010,03:44:37,17.13
03/08/2010,04:14:37,17.058
03/08/2010,04:44:37,17.082
03/08/2010,05:14:37,16.963
03/08/2010,05:44:37,16.963
03/08/2010,06:14:37,16.963
03/08/2010,06:44:37,16.987
03/08/2010,07:14:37,17.034
03/08/2010,07:44:37,17.13
03/08/2010,08:14:37,17.225
03/08/2010,08:44:37,17.368
03/08/2010,09:14:37,17.344
03/08/2010,09:44:37,17.32
03/08/2010,10:14:37,17.201
03/08/2010,10:44:37,17.225
03/08/2010,11:14:37,17.272
03/08/2010,11:44:37,17.296
03/08/2010,12:14:37,17.296
03/08/2010,12:44:37,17.368
03/08/2010,13:14:37,17.51
03/08/2010,13:44:37,17.629
03/08/2010,14:14:37,17.819
03/08/2010,14:44:37,18.057
03/08/2010,15:14:37,18.152
03/08/2010,15:44:37,18.105
03/08/2010,16:14:37,18.176
03/08/2010,16:44:37,18.485
03/08/2010,17:14:37,18.509
03/08/2010,17:44:37,18.461
03/08/2010,18:14:37,18.414
03/08/2010,18:44:37,18.461
03/08/2010,19:14:37,18.438
03/08/2010,19:44:37,18.39
03/08/2010,20:14:37,18.105
03/08/2010,20:44:37,18.033
03/08/2010,21:14:37,17.748
03/08/2010,21:44:37,17.534
03/08/2010,22:14:37,17.463
03/08/2010,22:44:37,17.463
03/08/2010,23:14:37,17.51
03/08/2010,23:44:37,17.582
04/08/2010,00:14:37,17.463
04/08/2010,00:44:37,17.415
04/08/2010,01:14:37,17.32
04/08/2010,01:44:37,17.272
04/08/2010,02:14:37,17.201
04/08/2010,02:44:37,17.011
04/08/2010,03:14:37,16.987
04/08/2010,03:44:37,16.915
04/08/2010,04:14:37,16.773
04/08/2010,04:44:37,16.796
04/08/2010,05:14:37,16.749
04/08/2010,05:44:37,16.82
04/08/2010,06:14:37,16.582
04/08/2010,06:44:37,16.677
04/08/2010,07:14:37,16.796
04/08/2010,07:44:37,16.82
04/08/2010,08:14:37,16.892
04/08/2010,08:44:37,16.963
04/08/2010,09:14:37,17.058
04/08/2010,09:44:37,17.177
04/08/2010,10:14:37,17.272
04/08/2010,10:44:37,17.32
04/08/2010,11:14:37,17.415
04/08/2010,11:44:37,17.51
04/08/2010,12:14:37,17.51
04/08/2010,12:44:37,17.629
04/08/2010,13:14:37,17.724
