Lake,Year,Species,Developmental stage,GE
Puits,2014,Alytes obstetricans,T,352.8860092
Puits,2014,Alytes obstetricans,T,38.40982437
Puits,2014,Alytes obstetricans,T,268.712101
Puits,2014,Alytes obstetricans,T,95.49433708
Puits,2014,Alytes obstetricans,T,60.8419323
Puits,2014,Alytes obstetricans,T,10.47056556
Puits,2014,Alytes obstetricans,T,218.6863708
Puits,2014,Alytes obstetricans,T,179.0497208
Puits,2014,Alytes obstetricans,T,39.56435204
Puits,2014,Alytes obstetricans,T,421.493454
Puits,2014,Alytes obstetricans,T,17.27927685
Puits,2014,Alytes obstetricans,T,316.9504929
Puits,2014,Alytes obstetricans,T,0.755006224
Puits,2014,Alytes obstetricans,T,281.6765594
Puits,2014,Alytes obstetricans,T,183.7678719
Puits,2014,Alytes obstetricans,T,84.9406147
Puits,2014,Alytes obstetricans,T,9.101883769
Puits,2014,Alytes obstetricans,T,116.4066124
Puits,2016,Alytes obstetricans,T,107.383
Puits,2016,Alytes obstetricans,T,204.356
Puits,2016,Alytes obstetricans,T,16.7774
Puits,2016,Alytes obstetricans,T,72.4685
Puits,2016,Alytes obstetricans,T,2.51227
Puits,2016,Alytes obstetricans,T,17.9409
Puits,2016,Alytes obstetricans,T,758.436
Puits,2016,Alytes obstetricans,T,322.356
Puits,2016,Alytes obstetricans,T,464.694
Puits,2016,Alytes obstetricans,T,240.97
Puits,2016,Alytes obstetricans,T,75.5723
Puits,2016,Alytes obstetricans,T,229.984
Puits,2016,Alytes obstetricans,T,368.532
Puits,2016,Alytes obstetricans,T,305.71
Puits,2016,Alytes obstetricans,T,96.2449
