Lake,Year,Species,Developmental stage,GE
Acherito,2009,Alytes obstetricans ,Over-wintered larva,16.851
Acherito,2009,Alytes obstetricans ,Over-wintered larva,140.616
Acherito,2009,Alytes obstetricans ,Over-wintered larva,26.0741
Acherito,2009,Alytes obstetricans ,Over-wintered larva,12.0814
Acherito,2009,Alytes obstetricans ,Over-wintered larva,20.398
Acherito,2009,Alytes obstetricans ,Over-wintered larva,7.182
Acherito,2009,Alytes obstetricans ,Over-wintered larva,11.4658
Acherito,2009,Alytes obstetricans ,Over-wintered larva,25.2578
Acherito,2009,Alytes obstetricans ,Over-wintered larva,23.4824
Acherito,2009,Alytes obstetricans ,Over-wintered larva,21.5985
Acherito,2009,Alytes obstetricans ,Over-wintered larva,64.6895
Acherito,2009,Alytes obstetricans ,Over-wintered larva,58.1909
Acherito,2009,Alytes obstetricans ,Over-wintered larva,17.5047
Acherito,2009,Alytes obstetricans ,Over-wintered larva,74.4171
Acherito,2009,Alytes obstetricans ,Over-wintered larva,23.328
Acherito,2009,Alytes obstetricans ,Over-wintered larva,25.7754
Acherito,2009,Alytes obstetricans ,Over-wintered larva,15.2551
Acherito,2009,Alytes obstetricans ,Over-wintered larva,88.2712
Acherito,2009,Alytes obstetricans ,Over-wintered larva,223.359
Acherito,2009,Alytes obstetricans ,Over-wintered larva,163.761
Acherito,2009,Alytes obstetricans ,Over-wintered larva,137.799
Acherito,2009,Alytes obstetricans ,Over-wintered larva,499.567
Acherito,2009,Alytes obstetricans ,Over-wintered larva,113.034
Acherito,2009,Alytes obstetricans ,Over-wintered larva,207.025
Acherito,2009,Alytes obstetricans ,Over-wintered larva,77.5793
Acherito,2009,Alytes obstetricans ,Over-wintered larva,199.548
Acherito,2009,Alytes obstetricans ,Over-wintered larva,62.7762
Acherito,2009,Alytes obstetricans ,Over-wintered larva,180.182
Acherito,2009,Alytes obstetricans ,Over-wintered larva,25.6738
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,89.7764
Acherito,2009,Alytes obstetricans ,Over-wintered larva,343.106
Acherito,2009,Alytes obstetricans ,Over-wintered larva,276.257
Acherito,2009,Alytes obstetricans ,Over-wintered larva,56.847
Acherito,2009,Alytes obstetricans ,Over-wintered larva,257.32
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.303228
Acherito,2009,Alytes obstetricans ,Over-wintered larva,418.238
Acherito,2009,Alytes obstetricans ,Over-wintered larva,538.402
Acherito,2009,Alytes obstetricans ,Over-wintered larva,472.422
Acherito,2009,Alytes obstetricans ,Over-wintered larva,434.327
Acherito,2009,Alytes obstetricans ,Over-wintered larva,176.856
Acherito,2009,Alytes obstetricans ,Over-wintered larva,390.927
Acherito,2009,Alytes obstetricans ,Over-wintered larva,136.38
Acherito,2009,Alytes obstetricans ,Over-wintered larva,80.2371
Acherito,2009,Alytes obstetricans ,Over-wintered larva,262.934
Acherito,2009,Alytes obstetricans ,Over-wintered larva,557.904
Acherito,2009,Alytes obstetricans ,Over-wintered larva,136.698
Acherito,2009,Alytes obstetricans ,Over-wintered larva,312.379
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.5008135
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.392478
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.0451787
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.222808
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.0431605
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.0511637
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.855339
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,3.25886
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.00372989
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.0252997
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.348796
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.029708
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.956934
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.0433266
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,2.62881
Acherito,2009,Alytes obstetricans ,Over-wintered larva,134.624
Acherito,2009,Alytes obstetricans ,Over-wintered larva,72.0433
Acherito,2009,Alytes obstetricans ,Over-wintered larva,162.767
Acherito,2009,Alytes obstetricans ,Over-wintered larva,11.2916
Acherito,2009,Alytes obstetricans ,Over-wintered larva,202.542
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.627207
Acherito,2009,Alytes obstetricans ,Over-wintered larva,11.5521
Acherito,2009,Alytes obstetricans ,Over-wintered larva,63.8397
Acherito,2009,Alytes obstetricans ,Over-wintered larva,346.809
Acherito,2009,Alytes obstetricans ,Over-wintered larva,413.004
Acherito,2009,Alytes obstetricans ,Over-wintered larva,475.138
Acherito,2009,Alytes obstetricans ,Over-wintered larva,59.9459
Acherito,2009,Alytes obstetricans ,Over-wintered larva,1.44665
Acherito,2009,Alytes obstetricans ,Over-wintered larva,789.004
Acherito,2009,Alytes obstetricans ,Over-wintered larva,494.226
Acherito,2009,Alytes obstetricans ,Over-wintered larva,135.355
Acherito,2009,Alytes obstetricans ,Over-wintered larva,492.204
Acherito,2009,Alytes obstetricans ,Over-wintered larva,778.417
Acherito,2009,Alytes obstetricans ,Over-wintered larva,111.098
Acherito,2009,Alytes obstetricans ,Over-wintered larva,2200
Acherito,2009,Alytes obstetricans ,Over-wintered larva,540.728
Acherito,2009,Alytes obstetricans ,Over-wintered larva,71.2347
Acherito,2009,Alytes obstetricans ,Over-wintered larva,444.334
Acherito,2009,Alytes obstetricans ,Over-wintered larva,611.016
Acherito,2009,Alytes obstetricans ,Over-wintered larva,559.958
Acherito,2009,Alytes obstetricans ,Over-wintered larva,27.4289
Acherito,2009,Alytes obstetricans ,Over-wintered larva,80.8604
Acherito,2009,Alytes obstetricans ,Over-wintered larva,89.8304
Acherito,2009,Alytes obstetricans ,Over-wintered larva,490.166
Acherito,2009,Alytes obstetricans ,Over-wintered larva,364.546
Acherito,2009,Alytes obstetricans ,Over-wintered larva,83.9377
Acherito,2009,Alytes obstetricans ,Over-wintered larva,8.4976
Acherito,2009,Alytes obstetricans ,Over-wintered larva,28.3643
Acherito,2009,Alytes obstetricans ,Over-wintered larva,21.8936
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0
Acherito,2009,Alytes obstetricans ,Over-wintered larva,12.3186
Acherito,2009,Alytes obstetricans ,Over-wintered larva,42.9889
Acherito,2009,Alytes obstetricans ,Over-wintered larva,16.3965
Acherito,2009,Alytes obstetricans ,Over-wintered larva,10.4208
Acherito,2009,Alytes obstetricans ,Over-wintered larva,72.0302
Acherito,2009,Alytes obstetricans ,Over-wintered larva,7.95276
Acherito,2009,Alytes obstetricans ,Over-wintered larva,32.1312
Acherito,2009,Alytes obstetricans ,Over-wintered larva,59.0739
Acherito,2009,Alytes obstetricans ,Over-wintered larva,0.230185
Acherito,2009,Alytes obstetricans ,Over-wintered larva,58.5495
Acherito,2009,Alytes obstetricans ,Over-wintered larva,34.6851
Acherito,2009,Alytes obstetricans ,Over-wintered larva,7.24106
Acherito,2009,Alytes obstetricans ,Over-wintered larva,2.49171
Acherito,2009,Alytes obstetricans ,Over-wintered larva,22.5044
Acherito,2009,Alytes obstetricans ,Over-wintered larva,112.113
Acherito,2009,Alytes obstetricans ,Over-wintered larva,106.817
Acherito,2009,Alytes obstetricans ,Over-wintered larva,60.3684
Acherito,2009,Alytes obstetricans ,Over-wintered larva,91.242
Acherito,2009,Alytes obstetricans ,Over-wintered larva,10.2165
Acherito,2009,Alytes obstetricans ,Over-wintered larva,32.6934
Acherito,2009,Alytes obstetricans ,Over-wintered larva,87.2924
Acherito,2009,Alytes obstetricans ,Over-wintered larva,55.3281
Acherito,2009,Alytes obstetricans ,Over-wintered larva,24.3341
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,1.841390133
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.442967825
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,1.132399887
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.714491904
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.628431886
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,1.729381979
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.484534577
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,1.598732769
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.673119053
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,1.184935719
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,3.81654948
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.58330521
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.748218596
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0
Acherito,2017,Alytes obstetricans,Over-wintered tadpole,0.516037196
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,5.310407877
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,24.19234276
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0.57684876
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,1.926409602
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0.492823124
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,1.097671688
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0.062121674
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0.497877002
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,89.96388435
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,23.47529411
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,1.584982276
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,72.78808594
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,0.253545661
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,1.727787405
Acherito,2018,Alytes obstetricans ,Over-wintered tadpole,8.838567734
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,0.992
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,5
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,1.93
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,0.806
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,2.48
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,19.3
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,4.08
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,2.97
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,1.71
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,0.998
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,1.25
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,5.61
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,0.0441
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,1.37
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,0
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,115
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,789.1
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,507.5
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,522.8
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,166.8
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,232.9
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,542.6
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,103.4
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,8.9
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,625.8
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,326.6
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,342
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,255.2
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,69.6
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,312.8
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,431.4
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,120.1
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,151.9
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,181.8
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,179.6
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,45.9
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,211.5
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,39.4
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,211.4
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,73.6
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,400
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,334
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,273.7
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,257.4
Acherito,2011,Alytes obstetricans ,Over-wintered tadpole,335.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,153.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,144.1
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,103.2
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,161.6
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,80.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,105.9
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,249.5
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,302.5
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,328.2
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,52.6
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,48.5
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,140.8
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,368.8
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,26.2
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,138
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,295.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,586.7
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,301
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,73.6
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,233
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,356.9
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,82.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,186.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,116.8
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,383.7
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,223.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,245
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,284.5
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,469.6
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,87.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,35.2
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,11.1
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,4.52
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,20.9
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,13
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,125.6
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,44.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,4.31
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,145.7
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,18.6
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,3.16
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,70.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,7.27
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,99
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,2.37
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,73.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,13.6
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,50.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,12.9
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,36.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,33.1
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,40.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,32.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,2.69
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,15.3
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,19.4
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,52.9
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,3.53
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,1.41
Acherito,2012,Alytes obstetricans ,Over-wintered tadpole,65.8
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,3.33
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,0.79
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,1.69
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,4.01
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,0.64
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,0.62
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,25.18
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,1.53
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,58.89
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,16.66
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,5.81
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,11.13
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,1.88
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,93.86
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,68.37
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,13.17
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,30.43
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,13.92
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,37.23
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,9.06
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,157.14
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,36.52
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,41.67
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,8.14
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,53.49
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,116.99
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,65.52
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,64.09
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,37.81
Acherito,2014,Alytes obstetricans ,Over-wintered tadpole,14.15
