Lake,Year,Species,Developmental stage,GE
Arlet,2011,Bufo bufo,M,5.21
Arlet,2011,Bufo bufo,M,90.1
Arlet,2011,Bufo bufo,M,5.63
Arlet,2011,Bufo bufo,M,13
Arlet,2011,Bufo bufo,M,20.6
Arlet,2011,Bufo bufo,M,6.11
Arlet,2011,Bufo bufo,M,462.3
Arlet,2011,Bufo bufo,M,48.3
Arlet,2012,Bufo bufo,M,0.767
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,4.65
Arlet,2012,Bufo bufo,M,0.266
Arlet,2012,Bufo bufo,M,1.12
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,1.38
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,0.0279
Arlet,2012,Bufo bufo,M,0.624
Arlet,2012,Bufo bufo,M,2.25
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,0.0425
Arlet,2012,Bufo bufo,M,0.605
Arlet,2012,Bufo bufo,M,0.465
Arlet,2012,Bufo bufo,M,2.02
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,0.194
Arlet,2012,Bufo bufo,M,0.603
Arlet,2012,Bufo bufo,M,0
Arlet,2012,Bufo bufo,M,0.0605
Arlet,2012,Bufo bufo,M,0.214
Arlet,2012,Bufo bufo,M,0.894
Arlet,2012,Bufo bufo,M,0.0176
Arlet,2012,Bufo bufo,M,0.589
Arlet,2012,Bufo bufo,M,0.272
Arlet,2012,Bufo bufo,M,1.77
Arlet,2012,Bufo bufo,M,0.357
Arlet,2013,Bufo bufo,M,0
Arlet,2013,Bufo bufo,M,0
Arlet,2013,Bufo bufo,M,0
Arlet,2017,Bufo bufo,M,0
Arlet,2017,Bufo bufo,M,0
Arlet,2017,Bufo bufo,M,0
Arlet,2017,Bufo bufo,M,0
Arlet,2017,Bufo bufo,M,0.761756301
Arlet,2017,Bufo bufo,M,0.619266368
Arlet,2017,Bufo bufo,M,0.106808925
Arlet,2017,Bufo bufo,M,0
Arlet,2017,Bufo bufo,M,0
Arlet,2017,Bufo bufo,M,0.389623716
Arlet,2017,Bufo bufo,M,4.587299228
Arlet,2017,Bufo bufo,M,652.0901489
Arlet,2017,Bufo bufo,M,0.679156482
Arlet,2017,Bufo bufo,M,38.30570698
Arlet,2017,Bufo bufo,M,1.014954448
Arlet,2009,Bufo bufo,M,3.73678
Arlet,2009,Bufo bufo,M,1.42
Arlet,2009,Bufo bufo,M,0.97
Arlet,2009,Bufo bufo,M,0.26
Arlet,2009,Bufo bufo,M,0.2
Arlet,2009,Bufo bufo,M,0.29
Arlet,2009,Bufo bufo,M,0.09
Arlet,2009,Bufo bufo,M,7.43
Arlet,2009,Bufo bufo,M,0.36
Arlet,2009,Bufo bufo,M,7.72
Arlet,2009,Bufo bufo,M,133.66
Arlet,2009,Bufo bufo,M,0.21
Arlet,2009,Bufo bufo,M,30.54
Arlet,2009,Bufo bufo,M,0.12
Arlet,2009,Bufo bufo,M,0.23
Arlet,2009,Bufo bufo,M,0.11
Arlet,2009,Bufo bufo,M,0.18
Arlet,2009,Bufo bufo,M,2
Arlet,2009,Bufo bufo,M,5.01
Arlet,2009,Bufo bufo,M,25.43
Arlet,2009,Bufo bufo,M,0.18
Arlet,2009,Bufo bufo,M,93.55
Arlet,2009,Bufo bufo,M,11.2
Arlet,2009,Bufo bufo,M,1.23
Arlet,2009,Bufo bufo,M,0
Arlet,2009,Bufo bufo,M,0
Arlet,2009,Bufo bufo,M,0
Arlet,2009,Bufo bufo,M,0
Arlet,2009,Bufo bufo,M,0
Arlet,2009,Bufo bufo,M,0
Arlet,2009,Bufo bufo,M,0
Arlet,2008,Alytes obstetricans,T,72.8948
Arlet,2008,Alytes obstetricans,T,2.03634
Arlet,2008,Alytes obstetricans,T,829.908
Arlet,2008,Alytes obstetricans,T,20.688
Arlet,2008,Alytes obstetricans,T,22.5548
Arlet,2008,Alytes obstetricans,T,16.4527
Arlet,2008,Alytes obstetricans,T,2.54069
Arlet,2008,Alytes obstetricans,T,76.5073
Arlet,2008,Alytes obstetricans,T,48.6417
Arlet,2008,Alytes obstetricans,T,19.1635
Arlet,2008,Alytes obstetricans,T,6.08749
Arlet,2009,Alytes obstetricans ,T,39.9356
Arlet,2009,Alytes obstetricans ,T,12.1621
Arlet,2009,Alytes obstetricans ,T,4.46719
Arlet,2009,Alytes obstetricans ,T,156.024
Arlet,2009,Alytes obstetricans ,T,69.2572
Arlet,2009,Alytes obstetricans ,T,78.5974
Arlet,2009,Alytes obstetricans ,T,541.831
Arlet,2009,Alytes obstetricans ,T,890.209
Arlet,2009,Alytes obstetricans ,T,51.1326
Arlet,2009,Alytes obstetricans ,T,3.74461
Arlet,2009,Alytes obstetricans ,T,62.9659
Arlet,2009,Alytes obstetricans ,T,97.8652
Arlet,2009,Alytes obstetricans ,T,216.314
Arlet,2009,Alytes obstetricans ,T,28.6615
Arlet,2009,Alytes obstetricans ,T,0
Arlet,2009,Alytes obstetricans ,T,574.007
Arlet,2009,Alytes obstetricans ,T,10.1335
Arlet,2009,Alytes obstetricans ,T,0.039835
Arlet,2009,Alytes obstetricans ,T,714.584
Arlet,2009,Alytes obstetricans ,T,41.4333
Arlet,2009,Alytes obstetricans ,T,3.75801
Arlet,2009,Alytes obstetricans ,T,7.52496
Arlet,2009,Alytes obstetricans ,T,257.248
Arlet,2009,Alytes obstetricans ,T,115.604
Arlet,2009,Alytes obstetricans ,T,129.775
Arlet,2009,Alytes obstetricans ,T,32.0477
Arlet,2009,Alytes obstetricans ,T,320.937
Arlet,2009,Alytes obstetricans ,T,98.0123
Arlet,2009,Alytes obstetricans ,T,462.369
Arlet,2011,Alytes obstetricans,T,130.8
Arlet,2011,Alytes obstetricans,T,71
Arlet,2011,Alytes obstetricans,T,108.9
Arlet,2011,Alytes obstetricans,T,150.2
Arlet,2011,Alytes obstetricans,T,259.4
Arlet,2011,Alytes obstetricans,T,80.9
Arlet,2011,Alytes obstetricans,T,36
Arlet,2011,Alytes obstetricans,T,502.9
Arlet,2011,Alytes obstetricans,T,17.6
Arlet,2011,Alytes obstetricans,T,32.9
Arlet,2011,Alytes obstetricans,T,467.8
Arlet,2011,Alytes obstetricans,T,56.3
Arlet,2011,Alytes obstetricans,T,147
Arlet,2011,Alytes obstetricans,T,227.1
Arlet,2011,Alytes obstetricans,T,162.6
Arlet,2011,Alytes obstetricans,T,72.4
Arlet,2011,Alytes obstetricans,T,200.1
Arlet,2011,Alytes obstetricans,T,122.7
Arlet,2011,Alytes obstetricans,T,135
Arlet,2011,Alytes obstetricans,T,123.6
Arlet,2011,Alytes obstetricans,T,98.5
Arlet,2011,Alytes obstetricans,T,94.9
Arlet,2011,Alytes obstetricans,T,129.3
Arlet,2011,Alytes obstetricans,T,242.9
Arlet,2011,Alytes obstetricans,T,8.59
Arlet,2011,Alytes obstetricans,T,665.7
Arlet,2011,Alytes obstetricans,T,218.6
Arlet,2011,Alytes obstetricans,T,69.4
Arlet,2011,Alytes obstetricans,T,282.9
Arlet,2011,Alytes obstetricans,T,101
Arlet,2012,Alytes obstetricans,T,19.4
Arlet,2012,Alytes obstetricans,T,20.6
Arlet,2012,Alytes obstetricans,T,13.6
Arlet,2012,Alytes obstetricans,T,28.2
Arlet,2012,Alytes obstetricans,T,75.5
Arlet,2012,Alytes obstetricans,T,60.1
Arlet,2012,Alytes obstetricans,T,71.6
Arlet,2012,Alytes obstetricans,T,41.3
Arlet,2012,Alytes obstetricans,T,14
Arlet,2012,Alytes obstetricans,T,60.8
Arlet,2012,Alytes obstetricans,T,10.7
Arlet,2012,Alytes obstetricans,T,22.4
Arlet,2012,Alytes obstetricans,T,35.6
Arlet,2012,Alytes obstetricans,T,345.8
Arlet,2012,Alytes obstetricans,T,63.8
Arlet,2012,Alytes obstetricans,T,290.9
Arlet,2012,Alytes obstetricans,T,32.1
Arlet,2012,Alytes obstetricans,T,81.3
Arlet,2012,Alytes obstetricans,T,5.58
Arlet,2012,Alytes obstetricans,T,30.5
Arlet,2012,Alytes obstetricans,T,10.9
Arlet,2012,Alytes obstetricans,T,32.5
Arlet,2012,Alytes obstetricans,T,78.6
Arlet,2012,Alytes obstetricans,T,89.1
Arlet,2012,Alytes obstetricans,T,157.8
Arlet,2012,Alytes obstetricans,T,228.8
Arlet,2012,Alytes obstetricans,T,76.6
Arlet,2012,Alytes obstetricans,T,81.1
Arlet,2012,Alytes obstetricans,T,35.4
Arlet,2012,Alytes obstetricans,T,157.1
Arlet,2013,Alytes obstetricans,T,95.64107895
Arlet,2013,Alytes obstetricans,T,98.2988739
Arlet,2013,Alytes obstetricans,T,160.0776482
Arlet,2013,Alytes obstetricans,T,495.1570129
Arlet,2013,Alytes obstetricans,T,104.0537834
Arlet,2013,Alytes obstetricans,T,12.92002201
Arlet,2013,Alytes obstetricans,T,8.191801906
Arlet,2013,Alytes obstetricans,T,11.33094072
Arlet,2013,Alytes obstetricans,T,36.79976702
Arlet,2013,Alytes obstetricans,T,0.166794248
Arlet,2013,Alytes obstetricans,T,4535.303955
Arlet,2013,Alytes obstetricans,T,0.015906307
Arlet,2013,Alytes obstetricans,T,6.780981421
Arlet,2013,Alytes obstetricans,T,0.161570348
Arlet,2013,Alytes obstetricans,T,1.041526049
Arlet,2013,Alytes obstetricans,T,1.106215715
Arlet,2013,Alytes obstetricans,T,0.543736406
Arlet,2013,Alytes obstetricans,T,0.216539204
Arlet,2013,Alytes obstetricans,T,4.558524787
Arlet,2013,Alytes obstetricans,T,0.499402657
Arlet,2013,Alytes obstetricans,T,384.2075348
Arlet,2013,Alytes obstetricans,T,63.92382622
Arlet,2013,Alytes obstetricans,T,174.8387718
Arlet,2013,Alytes obstetricans,T,314.4661713
Arlet,2013,Alytes obstetricans,T,0.765004605
Arlet,2013,Alytes obstetricans,T,31.99748993
Arlet,2013,Alytes obstetricans,T,67.96302795
Arlet,2013,Alytes obstetricans,T,288.047657
Arlet,2013,Alytes obstetricans,T,63.18692207
Arlet,2013,Alytes obstetricans,T,1.731218547
Arlet,2013,Alytes obstetricans,T,331.0668564
Arlet,2013,Alytes obstetricans,T,213.7627411
Arlet,2013,Alytes obstetricans,T,4293.778076
Arlet,2013,Alytes obstetricans,T,396.8413162
Arlet,2013,Alytes obstetricans,T,266.794281
Arlet,2013,Alytes obstetricans,T,551.5251923
Arlet,2013,Alytes obstetricans,T,977.1192932
Arlet,2013,Alytes obstetricans,T,258.6221504
Arlet,2013,Alytes obstetricans,T,1194.346161
Arlet,2013,Alytes obstetricans,T,7461.315918
Arlet,2013,Alytes obstetricans,T,80.26262283
Arlet,2013,Alytes obstetricans,T,102.4314117
Arlet,2013,Alytes obstetricans,T,4589.102173
Arlet,2013,Alytes obstetricans,T,309.8612595
Arlet,2013,Alytes obstetricans,T,439.4488525
Arlet,2013,Alytes obstetricans,T,545.6892395
Arlet,2013,Alytes obstetricans,T,778.2273865
Arlet,2013,Alytes obstetricans,T,4813.419189
Arlet,2013,Alytes obstetricans,T,463.8596344
Arlet,2013,Alytes obstetricans,T,510.6830978
Arlet,2013,Alytes obstetricans,T,56.03972435
Arlet,2013,Alytes obstetricans,T,12.52138972
Arlet,2013,Alytes obstetricans,T,164.9915504
Arlet,2013,Alytes obstetricans,T,218.1554031
Arlet,2013,Alytes obstetricans,T,50.38422585
Arlet,2013,Alytes obstetricans,T,93.54104996
Arlet,2013,Alytes obstetricans,T,1622.708282
Arlet,2013,Alytes obstetricans,T,7.99012661
Arlet,2013,Alytes obstetricans,T,833.351593
Arlet,2013,Alytes obstetricans,T,0.172571056
Arlet,2016,Alytes obstetricans,T,3.1197
Arlet,2016,Alytes obstetricans,T,5.99464
Arlet,2016,Alytes obstetricans,T,7.81058
Arlet,2016,Alytes obstetricans,T,27.6894
Arlet,2016,Alytes obstetricans,T,52.7987
Arlet,2016,Alytes obstetricans,T,107.211
Arlet,2016,Alytes obstetricans,T,626.992
Arlet,2016,Alytes obstetricans,T,61.1252
Arlet,2016,Alytes obstetricans,T,1.53334
Arlet,2016,Alytes obstetricans,T,112.194
Arlet,2016,Alytes obstetricans,T,0.813241
Arlet,2016,Alytes obstetricans,T,0.431077
Arlet,2016,Alytes obstetricans,T,289.483
Arlet,2016,Alytes obstetricans,T,306.634
Arlet,2016,Alytes obstetricans,T,200.732
Arlet,2016,Alytes obstetricans,T,1.68315
Arlet,2016,Alytes obstetricans,T,4.06061
Arlet,2016,Alytes obstetricans,T,115.927
Arlet,2016,Alytes obstetricans,T,28.1953
Arlet,2016,Alytes obstetricans,T,2.20888
Arlet,2016,Alytes obstetricans,T,249.71
Arlet,2016,Alytes obstetricans,T,1.02506
Arlet,2016,Alytes obstetricans,T,5.35964
Arlet,2016,Alytes obstetricans,T,572.89
Arlet,2016,Alytes obstetricans,T,4.50453
Arlet,2016,Alytes obstetricans,T,7.1109
Arlet,2016,Alytes obstetricans,T,17.2686
Arlet,2016,Alytes obstetricans,T,15.8346
Arlet,2016,Alytes obstetricans,T,76.0198
Arlet,2016,Alytes obstetricans,T,352.948
Arlet,2016,Alytes obstetricans,T,817.818
Arlet,2016,Alytes obstetricans,T,110.09
Arlet,2016,Alytes obstetricans,T,137.463
Arlet,2016,Alytes obstetricans,T,12.5553
Arlet,2016,Alytes obstetricans,T,51.4912
Arlet,2016,Alytes obstetricans,T,13.6997
Arlet,2016,Alytes obstetricans,T,2.87446
Arlet,2016,Alytes obstetricans,T,0.322097
Arlet,2016,Alytes obstetricans,T,12.136
Arlet,2016,Alytes obstetricans,T,5.90975
Arlet,2018,Alytes obstetricans ,T,0
Arlet,2018,Alytes obstetricans ,T,0
Arlet,2018,Alytes obstetricans ,T,0
Arlet,2018,Alytes obstetricans ,T,0
