Lake,Year,Species,Developmental stage,GE
Puits,2014,Alytes obstetricans,Over-wintered tadpole,281.6765594
Puits,2014,Alytes obstetricans,Over-wintered tadpole,183.7678719
Puits,2014,Alytes obstetricans,Over-wintered tadpole,84.9406147
Puits,2014,Alytes obstetricans,Over-wintered tadpole,9.101883769
Puits,2014,Alytes obstetricans,Over-wintered tadpole,116.4066124
Puits,2016,Alytes obstetricans,Over-wintered tadpole,107.383
Puits,2016,Alytes obstetricans,Over-wintered tadpole,204.356
Puits,2016,Alytes obstetricans,Over-wintered tadpole,16.7774
Puits,2016,Alytes obstetricans,Over-wintered tadpole,72.4685
Puits,2016,Alytes obstetricans,Over-wintered tadpole,2.51227
Puits,2016,Alytes obstetricans,Over-wintered tadpole,17.9409
Puits,2016,Alytes obstetricans,Over-wintered tadpole,758.436
Puits,2016,Alytes obstetricans,Over-wintered tadpole,322.356
Puits,2016,Alytes obstetricans,Over-wintered tadpole,464.694
Puits,2016,Alytes obstetricans,Over-wintered tadpole,240.97
Puits,2016,Alytes obstetricans,Over-wintered tadpole,75.5723
Puits,2016,Alytes obstetricans,Over-wintered tadpole,229.984
Puits,2016,Alytes obstetricans,Over-wintered tadpole,368.532
Puits,2016,Alytes obstetricans,Over-wintered tadpole,305.71
Puits,2016,Alytes obstetricans,Over-wintered tadpole,96.2449
