Lake,Year,Species,Developmental stage,GE
Puits,2011,Alytes obstetricans,Metamorph,10606.3
Puits,2011,Alytes obstetricans,Metamorph,875.3
Puits,2011,Alytes obstetricans,Metamorph,269
Puits,2011,Alytes obstetricans,Metamorph,272.2
Puits,2011,Alytes obstetricans,Metamorph,2041.1
Puits,2011,Alytes obstetricans,Metamorph,796.1
Puits,2011,Alytes obstetricans,Metamorph,2617.4
Puits,2011,Alytes obstetricans,Metamorph,1546.9
Puits,2011,Alytes obstetricans,Metamorph,57.8
Puits,2011,Alytes obstetricans,Metamorph,288.1
Puits,2011,Alytes obstetricans,Metamorph,4999.2
Puits,2011,Alytes obstetricans,Metamorph,47.4
Puits,2011,Alytes obstetricans,Metamorph,1822.8
Puits,2011,Alytes obstetricans,Metamorph,1681.6
Puits,2011,Alytes obstetricans,Metamorph,24.3
Puits,2011,Alytes obstetricans,Metamorph,38.8
Puits,2011,Alytes obstetricans,Metamorph,271.5
Puits,2011,Alytes obstetricans,Metamorph,962.3
Puits,2011,Alytes obstetricans,Metamorph,1769.5
Puits,2011,Alytes obstetricans,Metamorph,2.46
Puits,2011,Alytes obstetricans,Metamorph,8.94
Puits,2011,Alytes obstetricans,Metamorph,20.5
Puits,2011,Alytes obstetricans,Metamorph,1.11
Puits,2011,Alytes obstetricans,Metamorph,13
Puits,2011,Alytes obstetricans,Metamorph,0.262
Puits,2011,Alytes obstetricans,Metamorph,9402.7
Puits,2014,Alytes obstetricans,Metamorphs,10.6242156
Puits,2014,Alytes obstetricans,Metamorphs,44.53736305
Puits,2014,Alytes obstetricans,Metamorphs,23.61938953
Puits,2014,Alytes obstetricans,Metamorphs,21358.44727
Puits,2014,Alytes obstetricans,Metamorphs,12990.48096
Puits,2014,Alytes obstetricans,Metamorphs,0.07081015
Puits,2014,Alytes obstetricans,Metamorphs,3.381159902
Puits,2014,Alytes obstetricans,Metamorphs,26.09746933
Puits,2015,Alytes obstetricans,Metamorphs,6.61751
Puits,2015,Alytes obstetricans,Metamorphs,0
Puits,2015,Alytes obstetricans,Metamorphs,0
Puits,2015,Alytes obstetricans,Metamorphs,0
Puits,2015,Alytes obstetricans,Metamorphs,0
Puits,2015,Alytes obstetricans,Metamorphs,0
Puits,2015,Alytes obstetricans,Metamorphs,0
Puits,2016,Alytes obstetricans,Metamorph,2.40484
Puits,2016,Alytes obstetricans,Metamorph,16.5954
Puits,2016,Alytes obstetricans,Metamorph,1.34937
Puits,2016,Alytes obstetricans,Metamorph,0.784095
Puits,2016,Alytes obstetricans,Metamorph,34.4388
Puits,2016,Alytes obstetricans,Metamorph,59.9574
Puits,2016,Alytes obstetricans,Metamorph,250.681
Puits,2016,Alytes obstetricans,Metamorph,11.1942
Puits,2016,Alytes obstetricans,Metamorph,132.229
Puits,2016,Alytes obstetricans,Metamorph,62.9049
Puits,2016,Alytes obstetricans,Metamorph,2.6116
Puits,2016,Alytes obstetricans,Metamorph,17.2719
Puits,2016,Alytes obstetricans,Metamorph,76.9732
Puits,2016,Alytes obstetricans,Metamorph,76.9732
Puits,2017,Alytes obstetricans,Metamorphs,0.025736189
Puits,2017,Alytes obstetricans,Metamorphs?,0.435740799
Puits,2017,Alytes obstetricans,Metamorphs?,4.761987925
Puits,2017,Alytes obstetricans,Metamorphs?,4.797229767
Puits,2017,Alytes obstetricans,Metamorphs?,0.143424831
Puits,2017,Alytes obstetricans,Metamorphs?,127.411747
Puits,2017,Alytes obstetricans,Metamorphs?,6.49364531
Puits,2017,Alytes obstetricans,Metamorphs?,108.0127335
Puits,2017,Alytes obstetricans,Metamorphs?,0.000324944
Puits,2017,Alytes obstetricans,Metamorphs?,336.0533905
Puits,2017,Alytes obstetricans,Metamorphs?,23.04122448
Puits,2017,Alytes obstetricans,Metamorphs?,0.426039211
Puits,2017,Alytes obstetricans,Metamorphs?,0.425822623
Puits,2017,Alytes obstetricans,Metamorphs?,0.805941522
Puits,2017,Alytes obstetricans,Metamorphs?,0
Puits,2017,Alytes obstetricans,Metamorphs?,0.010283468
Puits,2017,Alytes obstetricans,Metamorphs,0.001788846
Puits,2017,Alytes obstetricans,Metamorphs,0
Puits,2018,Alytes obstetricans ,Metamorph ,7504.686279
Puits,2018,Alytes obstetricans ,Metamorph ,99.27143097
Puits,2018,Alytes obstetricans ,Metamorph ,33.41166735
Puits,2018,Alytes obstetricans ,Metamorph ,0
Puits,2018,Alytes obstetricans ,Metamorph ,156.4380264
Puits,2018,Alytes obstetricans ,Metamorph ,48.0323267
Puits,2018,Alytes obstetricans ,Metamorph ,104.4153786
Puits,2018,Alytes obstetricans ,Metamorph ,0.350726657
Puits,2018,Alytes obstetricans ,Metamorph ,26.01686001
Puits,2018,Alytes obstetricans ,Metamorph ,0.000265728
Puits,2018,Alytes obstetricans ,Metamorph ,1.233115792
Puits,2018,Alytes obstetricans ,Metamorph ,362.2753906
Puits,2018,Alytes obstetricans ,Metamorph ,64.1314888
Puits,2018,Alytes obstetricans ,Metamorph ,6.15703702
Puits,2018,Alytes obstetricans ,Metamorph ,161.8274231
Puits,2018,Alytes obstetricans ,Metamorph ,5.844666481
Puits,2018,Alytes obstetricans ,Metamorph ,59.24713898
Puits,2018,Alytes obstetricans ,Metamorph ,28.54135704
Puits,2018,Alytes obstetricans ,Metamorph ,3.246804476
Puits,2018,Alytes obstetricans ,Metamorph ,6.288295269
