Lake,Year,Species,Developmental stage,GE
Ansabere,2011,Alytes obstetricans,T,117.6
Ansabere,2011,Alytes obstetricans,T,13.3
Ansabere,2011,Alytes obstetricans,T,93.3
Ansabere,2011,Alytes obstetricans,T,59.9
Ansabere,2011,Alytes obstetricans,T,27.5
Ansabere,2011,Alytes obstetricans,T,70.2
Ansabere,2011,Alytes obstetricans,T,11.4
Ansabere,2011,Alytes obstetricans,T,66.9
Ansabere,2011,Alytes obstetricans,T,30.5
Ansabere,2011,Alytes obstetricans,T,86
Ansabere,2011,Alytes obstetricans,T,19.4
Ansabere,2011,Alytes obstetricans,T,44.2
Ansabere,2011,Alytes obstetricans,T,3.89
Ansabere,2011,Alytes obstetricans,T,97.9
Ansabere,2011,Alytes obstetricans,T,261.7
Ansabere,2011,Alytes obstetricans,T,55.4
Ansabere,2011,Alytes obstetricans,T,49
Ansabere,2011,Alytes obstetricans,T,18.4
Ansabere,2011,Alytes obstetricans,T,35.2
Ansabere,2011,Alytes obstetricans,T,40.3
Ansabere,2011,Alytes obstetricans,T,16.3
Ansabere,2011,Alytes obstetricans,T,52.8
Ansabere,2011,Alytes obstetricans,T,70.3
Ansabere,2011,Alytes obstetricans,T,46.2
Ansabere,2011,Alytes obstetricans,T,26.7
Ansabere,2011,Alytes obstetricans,T,95.8
Ansabere,2011,Alytes obstetricans,T,281.4
Ansabere,2011,Alytes obstetricans,T,45.9
Ansabere,2011,Alytes obstetricans,T,49.3
Ansabere,2011,Alytes obstetricans,T,63.7
Ansabere,2011,Alytes obstetricans,T,124.2
Ansabere,2011,Alytes obstetricans,T,79.9
Ansabere,2011,Alytes obstetricans,T,117.9
Ansabere,2011,Alytes obstetricans,T,168.7
Ansabere,2011,Alytes obstetricans,T,164.8
Ansabere,2011,Alytes obstetricans,T,216.5
Ansabere,2011,Alytes obstetricans,T,8.84
Ansabere,2011,Alytes obstetricans,T,176.2
Ansabere,2011,Alytes obstetricans,T,250.4
Ansabere,2011,Alytes obstetricans,T,70.8
Ansabere,2011,Alytes obstetricans,T,2.01
Ansabere,2011,Alytes obstetricans,T,86.9
Ansabere,2011,Alytes obstetricans,T,133.3
Ansabere,2011,Alytes obstetricans,T,196.3
Ansabere,2011,Alytes obstetricans,T,198.8
Ansabere,2011,Alytes obstetricans,T,220.6
Ansabere,2011,Alytes obstetricans,T,130.5
Ansabere,2011,Alytes obstetricans,T,148
Ansabere,2011,Alytes obstetricans,T,45
Ansabere,2011,Alytes obstetricans,T,17
Ansabere,2011,Alytes obstetricans,T,24.7
Ansabere,2011,Alytes obstetricans,T,31.4
Ansabere,2011,Alytes obstetricans,T,21.9
Ansabere,2011,Alytes obstetricans,T,62.4
Ansabere,2011,Alytes obstetricans,T,70.2
Ansabere,2011,Alytes obstetricans,T,109.6
Ansabere,2011,Alytes obstetricans,T,41.7
Ansabere,2011,Alytes obstetricans,T,152.9
Ansabere,2011,Alytes obstetricans,T,51.6
Ansabere,2011,Alytes obstetricans,T,49.6
Ansabere,2011,Alytes obstetricans,T,25.9
Ansabere,2011,Alytes obstetricans,T,14.3
Ansabere,2011,Alytes obstetricans,T,38.7
Ansabere,2011,Alytes obstetricans,T,166.2
Ansabere,2011,Alytes obstetricans,T,398.3
Ansabere,2011,Alytes obstetricans,T,51.6
Ansabere,2011,Alytes obstetricans,T,70.7
Ansabere,2011,Alytes obstetricans,T,229.6
Ansabere,2011,Alytes obstetricans,T,135.1
Ansabere,2011,Alytes obstetricans,T,338.3
Ansabere,2011,Alytes obstetricans,T,253.9
Ansabere,2011,Alytes obstetricans,T,261.4
Ansabere,2011,Alytes obstetricans,T,233.6
Ansabere,2011,Alytes obstetricans,T,117.7
Ansabere,2011,Alytes obstetricans,T,346.2
Ansabere,2011,Alytes obstetricans,T,330.1
Ansabere,2011,Alytes obstetricans,T,163.8
Ansabere,2011,Alytes obstetricans,T,38.4
Ansabere,2011,Alytes obstetricans,T,318.5
Ansabere,2011,Alytes obstetricans,T,176.1
Ansabere,2011,Alytes obstetricans,T,197.8
Ansabere,2011,Alytes obstetricans,T,327.7
Ansabere,2011,Alytes obstetricans,T,286.3
Ansabere,2011,Alytes obstetricans,T,509.3
Ansabere,2011,Alytes obstetricans,T,316.7
Ansabere,2011,Alytes obstetricans,T,329.7
Ansabere,2011,Alytes obstetricans,T,213.8
Ansabere,2012,Alytes obstetricans,T,0.101
Ansabere,2012,Alytes obstetricans,T,689.7
Ansabere,2012,Alytes obstetricans,T,867.8
Ansabere,2012,Alytes obstetricans,T,2058.4
Ansabere,2012,Alytes obstetricans,T,1150.1
Ansabere,2012,Alytes obstetricans,T,242.1
Ansabere,2012,Alytes obstetricans,T,172.5
Ansabere,2012,Alytes obstetricans,T,235.5
Ansabere,2012,Alytes obstetricans,T,454.5
Ansabere,2012,Alytes obstetricans,T,211.7
Ansabere,2012,Alytes obstetricans,T,310.3
Ansabere,2012,Alytes obstetricans,T,689.3
Ansabere,2012,Alytes obstetricans,T,527.6
Ansabere,2012,Alytes obstetricans,T,555.5
Ansabere,2012,Alytes obstetricans,T,164.8
Ansabere,2012,Alytes obstetricans,T,314.7
Ansabere,2012,Alytes obstetricans,T,330.9
Ansabere,2012,Alytes obstetricans,T,178.6
Ansabere,2012,Alytes obstetricans,T,18.4
Ansabere,2012,Alytes obstetricans,T,61.5
Ansabere,2012,Alytes obstetricans,T,145.5
Ansabere,2012,Alytes obstetricans,T,15.4
Ansabere,2012,Alytes obstetricans,T,59.6
Ansabere,2012,Alytes obstetricans,T,44.5
Ansabere,2012,Alytes obstetricans,T,46.2
Ansabere,2012,Alytes obstetricans,T,9.67
Ansabere,2012,Alytes obstetricans,T,61.3
Ansabere,2012,Alytes obstetricans,T,14.9
Ansabere,2012,Alytes obstetricans,T,205.8
Ansabere,2012,Alytes obstetricans,T,78.7
Ansabere,2012,Alytes obstetricans,T,70.8
Ansabere,2012,Alytes obstetricans,T,23.1
Ansabere,2012,Alytes obstetricans,T,46.6
Ansabere,2012,Alytes obstetricans,T,83.9
Ansabere,2012,Alytes obstetricans,T,265.3
Ansabere,2012,Alytes obstetricans,T,24.4
Ansabere,2012,Alytes obstetricans,T,38.5
Ansabere,2012,Alytes obstetricans,T,54.7
Ansabere,2012,Alytes obstetricans,T,17.3
Ansabere,2012,Alytes obstetricans,T,48.1
Ansabere,2012,Alytes obstetricans,T,44.6
Ansabere,2012,Alytes obstetricans,T,99.6
Ansabere,2012,Alytes obstetricans,T,102.9
Ansabere,2012,Alytes obstetricans,T,105.3
Ansabere,2012,Alytes obstetricans,T,146.3
Ansabere,2012,Alytes obstetricans,T,213.8
Ansabere,2012,Alytes obstetricans,T,0.711
Ansabere,2012,Alytes obstetricans,T,15.7
Ansabere,2014,Alytes obstetricans,T,627.2470856
Ansabere,2014,Alytes obstetricans,T,425.1531219
Ansabere,2014,Alytes obstetricans,T,231.3315964
Ansabere,2014,Alytes obstetricans,T,218.4418869
Ansabere,2014,Alytes obstetricans,T,95.32259941
Ansabere,2014,Alytes obstetricans,T,873.9889526
Ansabere,2014,Alytes obstetricans,T,103.7887764
Ansabere,2014,Alytes obstetricans,T,2359.675598
Ansabere,2014,Alytes obstetricans,T,690.9991455
Ansabere,2014,Alytes obstetricans,T,4.055510163
Ansabere,2014,Alytes obstetricans,T,368.800087
Ansabere,2014,Alytes obstetricans,T,72.16132164
Ansabere,2014,Alytes obstetricans,T,40.85077763
Ansabere,2014,Alytes obstetricans,T,34.14325476
Ansabere,2014,Alytes obstetricans,T,558.5895538
Ansabere,2014,Alytes obstetricans,T,34.42639351
Ansabere,2014,Alytes obstetricans,T,246.05896
Ansabere,2014,Alytes obstetricans,T,0.92036292
Ansabere,2014,Alytes obstetricans,T,245.1737595
Ansabere,2014,Alytes obstetricans,T,243.8401031
Ansabere,2014,Alytes obstetricans,T,28.08378696
Ansabere,2014,Alytes obstetricans,T,278.5416031
Ansabere,2014,Alytes obstetricans,T,36.64844275
Ansabere,2014,Alytes obstetricans,T,73.47684383
Ansabere,2014,Alytes obstetricans,T,42.02712059
Ansabere,2014,Alytes obstetricans,T,39.43808079
Ansabere,2014,Alytes obstetricans,T,193.7077713
Ansabere,2014,Alytes obstetricans,T,56.88079357
Ansabere,2014,Alytes obstetricans,T,304.0822029
Ansabere,2014,Alytes obstetricans,T,106.7307472
Ansabere,2016,Alytes obstetricans,T,134.695
Ansabere,2016,Alytes obstetricans,T,169.101
Ansabere,2016,Alytes obstetricans,T,180.086
Ansabere,2016,Alytes obstetricans,T,165.906
Ansabere,2016,Alytes obstetricans,T,62.0083
Ansabere,2016,Alytes obstetricans,T,243.184
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
Ansabere,2017,Alytes obstetricans,T,0
