Lake,Year,Species,Developmental stage,GE
Ansabere,2008,Alytes obstetricans,Over-wintered larva,78.8503
Ansabere,2008,Alytes obstetricans,Over-wintered larva,88.0181
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,279.609
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,197.432
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,262.168
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,72.2911
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,186.627
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,331.988
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,151.248
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,1040
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,40.6123
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,0.1801725
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,334.667
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,185.685
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,62.6222
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,36.8564
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,22.9082
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,41.0994
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,306.008
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,496.341
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,87.8158
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,223.486
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,165.345
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,1380
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,362.523
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,633.15
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,59.8819
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,373.423
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,216.64
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,838.426
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,273.521
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,209.649
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,21.7409
Ansabere,2009,Alytes obstetricans ,Over-wintered larva,587.154
Ansabere,2011,Alytes obstetricans,Over-wintered larva,23.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,590.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,459.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,3.39
Ansabere,2011,Alytes obstetricans,Over-wintered larva,204.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,598.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,446.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,13.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,51.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,141.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,234.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,172.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,385.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,0.505
Ansabere,2011,Alytes obstetricans,Over-wintered larva,14.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,233.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,233.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,197.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,6.92
Ansabere,2011,Alytes obstetricans,Over-wintered larva,1237.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,621
Ansabere,2011,Alytes obstetricans,Over-wintered larva,35.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,78.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,110.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,122.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,36.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,201.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,26.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,403.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,9.94
Ansabere,2011,Alytes obstetricans,Over-wintered larva,102.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,117.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,13.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,93.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,59.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,27.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,70.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,11.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,66.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,30.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,86
Ansabere,2011,Alytes obstetricans,Over-wintered larva,19.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,44.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,3.89
Ansabere,2011,Alytes obstetricans,Over-wintered larva,97.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,261.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,55.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,49
Ansabere,2011,Alytes obstetricans,Over-wintered larva,18.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,35.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,40.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,16.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,52.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,70.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,46.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,26.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,95.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,281.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,45.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,49.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,63.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,124.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,79.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,117.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,168.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,164.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,216.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,8.84
Ansabere,2011,Alytes obstetricans,Over-wintered larva,176.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,250.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,70.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,2.01
Ansabere,2011,Alytes obstetricans,Over-wintered larva,86.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,133.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,196.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,198.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,220.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,130.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,148
Ansabere,2011,Alytes obstetricans,Over-wintered larva,45
Ansabere,2011,Alytes obstetricans,Over-wintered larva,17
Ansabere,2011,Alytes obstetricans,Over-wintered larva,24.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,31.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,21.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,62.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,70.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,109.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,41.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,152.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,51.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,49.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,25.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,14.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,38.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,166.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,398.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,51.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,70.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,229.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,135.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,338.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,253.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,261.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,233.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,117.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,346.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,330.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,163.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,38.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,318.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,176.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,197.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,327.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,286.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,509.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,316.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,329.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,213.8
Ansabere,2012,Alytes obstetricans,Over-wintered larva,0.101
Ansabere,2012,Alytes obstetricans,Over-wintered larva,689.7
Ansabere,2012,Alytes obstetricans,Over-wintered larva,867.8
Ansabere,2012,Alytes obstetricans,Over-wintered larva,2058.4
Ansabere,2012,Alytes obstetricans,Over-wintered larva,1150.1
Ansabere,2012,Alytes obstetricans,Over-wintered larva,242.1
Ansabere,2012,Alytes obstetricans,Over-wintered larva,172.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,235.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,454.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,211.7
Ansabere,2012,Alytes obstetricans,Over-wintered larva,310.3
Ansabere,2012,Alytes obstetricans,Over-wintered larva,689.3
Ansabere,2012,Alytes obstetricans,Over-wintered larva,527.6
Ansabere,2012,Alytes obstetricans,Over-wintered larva,555.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,164.8
Ansabere,2012,Alytes obstetricans,Over-wintered larva,314.7
Ansabere,2012,Alytes obstetricans,Over-wintered larva,330.9
Ansabere,2012,Alytes obstetricans,Over-wintered larva,178.6
Ansabere,2012,Alytes obstetricans,Over-wintered larva,18.4
Ansabere,2012,Alytes obstetricans,Over-wintered larva,61.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,145.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,15.4
Ansabere,2012,Alytes obstetricans,Over-wintered larva,59.6
Ansabere,2012,Alytes obstetricans,Over-wintered larva,44.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,46.2
Ansabere,2012,Alytes obstetricans,Over-wintered larva,9.67
Ansabere,2012,Alytes obstetricans,Over-wintered larva,61.3
Ansabere,2012,Alytes obstetricans,Over-wintered larva,14.9
Ansabere,2012,Alytes obstetricans,Over-wintered larva,205.8
Ansabere,2012,Alytes obstetricans,Over-wintered larva,78.7
Ansabere,2012,Alytes obstetricans,Over-wintered larva,70.8
Ansabere,2012,Alytes obstetricans,Over-wintered larva,23.1
Ansabere,2012,Alytes obstetricans,Over-wintered larva,46.6
Ansabere,2012,Alytes obstetricans,Over-wintered larva,83.9
Ansabere,2012,Alytes obstetricans,Over-wintered larva,265.3
Ansabere,2012,Alytes obstetricans,Over-wintered larva,24.4
Ansabere,2012,Alytes obstetricans,Over-wintered larva,38.5
Ansabere,2012,Alytes obstetricans,Over-wintered larva,54.7
Ansabere,2012,Alytes obstetricans,Over-wintered larva,17.3
Ansabere,2012,Alytes obstetricans,Over-wintered larva,48.1
Ansabere,2012,Alytes obstetricans,Over-wintered larva,44.6
Ansabere,2012,Alytes obstetricans,Over-wintered larva,99.6
Ansabere,2012,Alytes obstetricans,Over-wintered larva,102.9
Ansabere,2012,Alytes obstetricans,Over-wintered larva,105.3
Ansabere,2012,Alytes obstetricans,Over-wintered larva,146.3
Ansabere,2012,Alytes obstetricans,Over-wintered larva,213.8
Ansabere,2012,Alytes obstetricans,Over-wintered larva,0.711
Ansabere,2012,Alytes obstetricans,Over-wintered larva,15.7
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,627.2470856
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,425.1531219
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,231.3315964
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,218.4418869
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,95.32259941
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,873.9889526
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,103.7887764
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,2359.675598
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,690.9991455
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,4.055510163
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,368.800087
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,72.16132164
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,40.85077763
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,34.14325476
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,558.5895538
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,34.42639351
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,246.05896
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,0.92036292
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,245.1737595
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,243.8401031
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,28.08378696
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,278.5416031
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,36.64844275
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,73.47684383
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,42.02712059
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,39.43808079
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,193.7077713
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,56.88079357
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,304.0822029
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,106.7307472
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,134.695
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,169.101
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,180.086
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,165.906
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,62.0083
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,243.184
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
Ansabere,2017,Alytes obstetricans,Over-wintered tadpole,0
