Lake,Species ,Development Stage,Year,GE
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,393.6976242
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,633.1654739
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,457.1118164
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,257.226162
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,246.9875717
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,45.4029274
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,164.6263313
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,1.192082465
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,121.9084358
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,26.36888981
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,138.6370564
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,582.1990204
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,582.7045441
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,201.7943954
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,576.9966888
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,277.6133537
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,35.74367523
Ansabere,Alytes obstetricans,Over-wintered tadpole,2013,53.97667885
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,95.64107895
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,98.2988739
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,160.0776482
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,495.1570129
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,104.0537834
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,12.92002201
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,8.191801906
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,11.33094072
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,36.79976702
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.166794248
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,4535.303955
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.015906307
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,6.780981421
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.161570348
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,1.041526049
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,1.106215715
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.543736406
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.216539204
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,4.558524787
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.499402657
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,384.2075348
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,63.92382622
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,174.8387718
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,314.4661713
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.765004605
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,31.99748993
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,67.96302795
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,288.047657
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,63.18692207
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,1.731218547
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,4.205397367
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,0.010482414
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,41.65603638
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,52.4185276
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,18.24781775
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,1.121455282
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,146.479702
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,19.22101259
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,250.0972748
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,4.089738131
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,0.41224461
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,70.52317142
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,3.987938762
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,20.56755304
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,15.10528922
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,74.77906704
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,3.46773088
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,11.6564405
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,25.70693493
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,56.27222061
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,171.5621948
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,3.042094111
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,145.1371574
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,1.642190665
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,13.39268446
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,3.64570111
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,10.27021885
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,10.19548893
Acherito,Alytes obstetricans,Over-wintered tadpole,2013,27.46470213
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,331.0668564
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,213.7627411
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,4293.778076
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,396.8413162
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,266.794281
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,551.5251923
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,977.1192932
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,258.6221504
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,1194.346161
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,7461.315918
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,80.26262283
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,102.4314117
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,4589.102173
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,309.8612595
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,439.4488525
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,545.6892395
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,778.2273865
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,4813.419189
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,463.8596344
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,510.6830978
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,56.03972435
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,12.52138972
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,164.9915504
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,218.1554031
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,50.38422585
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,93.54104996
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,1622.708282
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,7.99012661
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,833.351593
Arlet,Alytes obstetricans,Over-wintered tadpole,2013,0.172571056
Puits,Alytes obstetricans,Over-wintered tadpole,2013,370.9160995
Puits,Alytes obstetricans,Over-wintered tadpole,2013,205.007019
Puits,Alytes obstetricans,Over-wintered tadpole,2013,504.0126038
Puits,Alytes obstetricans,Over-wintered tadpole,2013,121.0396385
Puits,Alytes obstetricans,Over-wintered tadpole,2013,240.467186
Puits,Alytes obstetricans,Over-wintered tadpole,2013,156.0990047
Puits,Alytes obstetricans,Over-wintered tadpole,2013,252.0589066
Puits,Alytes obstetricans,Over-wintered tadpole,2013,108.6488628
Puits,Alytes obstetricans,Over-wintered tadpole,2013,82.59080887
Puits,Alytes obstetricans,Over-wintered tadpole,2013,64.43480492
Puits,Alytes obstetricans,Over-wintered tadpole,2013,0
Puits,Alytes obstetricans,Over-wintered tadpole,2013,270.6226158
Puits,Alytes obstetricans,Over-wintered tadpole,2013,0
Puits,Alytes obstetricans,Over-wintered tadpole,2013,0
Puits,Alytes obstetricans,Over-wintered tadpole,2014,193.6576271
Puits,Alytes obstetricans,Over-wintered tadpole,2014,111.8371582
Puits,Alytes obstetricans,Over-wintered tadpole,2014,224.3280411
Puits,Alytes obstetricans,Over-wintered tadpole,2014,28.21166992
Puits,Alytes obstetricans,Over-wintered tadpole,2014,184.3288231
Puits,Alytes obstetricans,Over-wintered tadpole,2014,243.0524635
Puits,Alytes obstetricans,Over-wintered tadpole,2014,216.143074
Puits,Alytes obstetricans,Over-wintered tadpole,2014,140.6454086
Puits,Alytes obstetricans,Over-wintered tadpole,2014,25.13738394
Puits,Alytes obstetricans,Over-wintered tadpole,2014,10.84063768
Puits,Alytes obstetricans,Over-wintered tadpole,2014,105.1032448
Puits,Alytes obstetricans,Over-wintered tadpole,2014,5.761060119
Puits,Alytes obstetricans,Over-wintered tadpole,2014,352.8860092
Puits,Alytes obstetricans,Over-wintered tadpole,2014,38.40982437
Puits,Alytes obstetricans,Over-wintered tadpole,2014,268.712101
Puits,Alytes obstetricans,Over-wintered tadpole,2014,95.49433708
Puits,Alytes obstetricans,Over-wintered tadpole,2014,60.8419323
Puits,Alytes obstetricans,Over-wintered tadpole,2014,10.47056556
Puits,Alytes obstetricans,Over-wintered tadpole,2014,218.6863708
Puits,Alytes obstetricans,Over-wintered tadpole,2014,179.0497208
Puits,Alytes obstetricans,Over-wintered tadpole,2014,39.56435204
Puits,Alytes obstetricans,Over-wintered tadpole,2014,421.493454
Puits,Alytes obstetricans,Over-wintered tadpole,2014,17.27927685
Puits,Alytes obstetricans,Over-wintered tadpole,2014,316.9504929
Puits,Alytes obstetricans,Over-wintered tadpole,2014,0.755006224
Puits,Alytes obstetricans,Over-wintered tadpole,2014,281.6765594
Puits,Alytes obstetricans,Over-wintered tadpole,2014,183.7678719
Puits,Alytes obstetricans,Over-wintered tadpole,2014,84.9406147
Puits,Alytes obstetricans,Over-wintered tadpole,2014,9.101883769
Puits,Alytes obstetricans,Over-wintered tadpole,2014,116.4066124
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,627.2470856
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,425.1531219
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,231.3315964
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,218.4418869
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,95.32259941
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,873.9889526
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,103.7887764
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,2359.675598
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,690.9991455
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,4.055510163
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,368.800087
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,72.16132164
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,40.85077763
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,34.14325476
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,558.5895538
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,34.42639351
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,246.05896
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,0.92036292
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,245.1737595
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,243.8401031
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,28.08378696
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,278.5416031
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,36.64844275
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,73.47684383
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,42.02712059
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,39.43808079
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,193.7077713
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,56.88079357
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,304.0822029
Ansabere,Alytes obstetricans,Over-wintered tadpole,2014,106.7307472
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,3.1197
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,5.99464
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,7.81058
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,27.6894
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,52.7987
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,107.211
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,626.992
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,61.1252
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,1.53334
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,112.194
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,0.813241
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,0.431077
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,289.483
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,306.634
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,200.732
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,1.68315
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,4.06061
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,115.927
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,28.1953
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,2.20888
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,249.71
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,1.02506
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,5.35964
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,572.89
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,4.50453
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,7.1109
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,17.2686
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,15.8346
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,76.0198
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,352.948
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,817.818
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,110.09
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,137.463
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,12.5553
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,51.4912
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,13.6997
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,2.87446
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,0.322097
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,12.136
Arlet,Alytes obstetricans,Over-wintered tadpole,2016,5.90975
Ansabere,Alytes obstetricans,Over-wintered tadpole,2016,134.695
Ansabere,Alytes obstetricans,Over-wintered tadpole,2016,169.101
Ansabere,Alytes obstetricans,Over-wintered tadpole,2016,180.086
Ansabere,Alytes obstetricans,Over-wintered tadpole,2016,165.906
Ansabere,Alytes obstetricans,Over-wintered tadpole,2016,62.0083
Ansabere,Alytes obstetricans,Over-wintered tadpole,2016,243.184
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,73.709
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,387.474
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,36.6695
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,253.646
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,25.919
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,155.243
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,0.0546387
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,14.5256
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,49.7391
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,524.946
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,15.7035
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,3.02786
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,60.6245
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,6.65825
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,362.073
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,17.6575
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,31.3659
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,0.150778
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,80.0899
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,13.178
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,0.03521
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,518.978
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,52.9177
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,106.508
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,22.5299
Lhurs,Alytes obstetricans,Over-wintered tadpole,2016,112.023
Puits,Alytes obstetricans,Over-wintered tadpole,2016,107.383
Puits,Alytes obstetricans,Over-wintered tadpole,2016,204.356
Puits,Alytes obstetricans,Over-wintered tadpole,2016,16.7774
Puits,Alytes obstetricans,Over-wintered tadpole,2016,72.4685
Puits,Alytes obstetricans,Over-wintered tadpole,2016,2.51227
Puits,Alytes obstetricans,Over-wintered tadpole,2016,17.9409
Puits,Alytes obstetricans,Over-wintered tadpole,2016,758.436
Puits,Alytes obstetricans,Over-wintered tadpole,2016,322.356
Puits,Alytes obstetricans,Over-wintered tadpole,2016,464.694
Puits,Alytes obstetricans,Over-wintered tadpole,2016,240.97
Puits,Alytes obstetricans,Over-wintered tadpole,2016,75.5723
Puits,Alytes obstetricans,Over-wintered tadpole,2016,229.984
Puits,Alytes obstetricans,Over-wintered tadpole,2016,368.532
Puits,Alytes obstetricans,Over-wintered tadpole,2016,305.71
Puits,Alytes obstetricans,Over-wintered tadpole,2016,96.2449
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0.28
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0.31
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,8.446
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0.712
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,14.113
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0.128
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Lhurs,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,1.841390133
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.442967825
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,1.132399887
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.714491904
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.628431886
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,1.729381979
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.484534577
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,1.598732769
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.673119053
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,1.184935719
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,3.81654948
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.58330521
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.748218596
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0
Acherito,Alytes obstetricans,Over-wintered tadpole,2017,0.516037196
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Ansabere,Alytes obstetricans,Over-wintered tadpole,2017,0
Arlet,Alytes obstetricans ,Over-wintered tadpole,2018,0
Arlet,Alytes obstetricans ,Over-wintered tadpole,2018,0
