Lake,Year,Species,Developmental stage,GE
Ansabere,2011,Alytes obstetricans,Over-wintered larva,135.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,338.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,253.9
Ansabere,2011,Alytes obstetricans,Over-wintered larva,261.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,233.6
Ansabere,2011,Alytes obstetricans,Over-wintered larva,117.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,346.2
Ansabere,2011,Alytes obstetricans,Over-wintered larva,330.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,163.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,38.4
Ansabere,2011,Alytes obstetricans,Over-wintered larva,318.5
Ansabere,2011,Alytes obstetricans,Over-wintered larva,176.1
Ansabere,2011,Alytes obstetricans,Over-wintered larva,197.8
Ansabere,2011,Alytes obstetricans,Over-wintered larva,327.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,286.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,509.3
Ansabere,2011,Alytes obstetricans,Over-wintered larva,316.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,329.7
Ansabere,2011,Alytes obstetricans,Over-wintered larva,213.8
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,627.2470856
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,425.1531219
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,231.3315964
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,218.4418869
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,95.32259941
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,873.9889526
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,103.7887764
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,2359.675598
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,690.9991455
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,4.055510163
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,368.800087
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,72.16132164
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,40.85077763
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,34.14325476
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,558.5895538
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,34.42639351
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,246.05896
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,0.92036292
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,245.1737595
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,243.8401031
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,28.08378696
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,278.5416031
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,36.64844275
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,73.47684383
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,42.02712059
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,39.43808079
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,193.7077713
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,56.88079357
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,304.0822029
Ansabere,2014,Alytes obstetricans,Over-wintered tadpole,106.7307472
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,134.695
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,169.101
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,180.086
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,165.906
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,62.0083
Ansabere,2016,Alytes obstetricans,Over-wintered tadpole,243.184
